SetID,Job Code,Eff Date,Sal End Date,Salary SetID,Sal Plan,Grade,Step,Biweekly High Rate,Biweekly Low Rate,Union Code,Extended Step,Pay Type
COMMN,1474,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06095,1,$1787.00,$2172.00,790,0,B
COMMN,1476,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06320,1,$1994.00,$2424.00,790,0,B
COMMN,1478,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06280,1,$1955.00,$2377.00,790,0,B
COMMN,1480,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06470,1,$2145.00,$2607.00,790,0,B
COMMN,1492,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07130,1,$2960.00,$3597.00,22,0,B
COMMN,1506,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06840,1,$2571.00,$3126.00,22,0,B
COMMN,1512,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06990,1,$2764.00,$3359.00,22,0,B
COMMN,1518,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06630,1,$2319.00,$2819.00,22,0,B
COMMN,1520,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06990,1,$2764.00,$3359.00,22,0,B
COMMN,1522,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06990,1,$2764.00,$3359.00,22,0,B
COMMN,1543,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07140,1,$2977.00,$3618.00,22,0,B
COMMN,1544,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07040,1,$2835.00,$3446.00,22,0,B
COMMN,1546,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06420,1,$2094.00,$2545.00,22,0,B
COMMN,1548,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07020,1,$2806.00,$3410.00,22,0,B
COMMN,1549,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06640,1,$2332.00,$2835.00,22,0,B
COMMN,1551,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07480,1,$3513.00,$4270.00,22,0,B
COMMN,1555,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07020,1,$2806.00,$3410.00,22,0,B
COMMN,1574,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07040,1,$2835.00,$3446.00,22,0,B
COMMN,1575,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07780,1,$4067.00,$4943.00,351,0,B
COMMN,1602,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05900,1,$1626.00,$1975.00,790,0,B
COMMN,1630,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05900,1,$1626.00,$1975.00,790,0,B
COMMN,1632,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06200,1,$1881.00,$2287.00,790,0,B
COMMN,1634,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06450,1,$2124.00,$2582.00,790,0,B
COMMN,1635,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06080,1,$1773.00,$2156.00,790,0,B
COMMN,1636,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06320,1,$1994.00,$2424.00,790,0,B
COMMN,1637,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06395,1,$2069.00,$2514.00,790,0,B
COMMN,1649,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1649F,1,$2054.00,$2156.00,21,0,B
COMMN,1650,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06460,1,$2135.00,$2596.00,21,0,B
COMMN,1652,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06670,1,$2365.00,$2874.00,21,0,B
COMMN,1654,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07060,1,$2862.00,$3479.00,21,0,B
COMMN,1655,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07160,1,$3005.00,$3653.00,21,0,B
COMMN,1656,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07170,1,$3018.00,$3668.00,21,0,B
COMMN,1657,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1657F,1,$3313.00,$4028.00,21,6,B
COMMN,1660,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07570,1,$3668.00,$4458.00,351,0,B
COMMN,1662,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06470,1,$2145.00,$2607.00,790,0,B
COMMN,1663,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06740,1,$2449.00,$2977.00,790,0,B
COMMN,1664,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07020,1,$2806.00,$3410.00,790,0,B
COMMN,1665,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07270,1,$3169.00,$3851.00,351,0,B
COMMN,1666,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,08340,1,$5345.00,$6496.00,351,0,B
COMMN,1670,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1670F,1,$3851.00,$4681.00,21,6,B
COMMN,1675,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07700,1,$3910.00,$4753.00,351,0,B
COMMN,1684,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07170,1,$3018.00,$3668.00,21,0,B
COMMN,1686,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1686F,1,$3396.00,$4128.00,21,6,B
COMMN,1704,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05960,1,$1674.00,$2033.00,790,0,B
COMMN,1705,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06170,1,$1853.00,$2252.00,790,0,B
COMMN,1706,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05740,1,$1506.00,$1827.00,790,0,B
COMMN,1708,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05940,1,$1658.00,$2014.00,790,0,B
COMMN,1710,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06200,1,$1881.00,$2287.00,790,0,B
COMMN,1720,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05615,1,$1418.00,$1719.00,790,0,B
COMMN,1721,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05900,1,$1626.00,$1975.00,790,0,B
COMMN,1727,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06100,1,$1791.00,$2178.00,790,0,B
COMMN,1734,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05720,1,$1491.00,$1809.00,21,0,B
COMMN,1739,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07110,1,$2933.00,$3566.00,21,0,B
COMMN,1750,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05550,1,$1375.00,$1666.00,790,0,B
COMMN,1752,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06070,1,$1765.00,$2145.00,790,0,B
COMMN,1760,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06055,1,$1752.00,$2130.00,790,0,B
COMMN,1762,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06050,1,$1748.00,$2124.00,790,0,B
COMMN,1764,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06565,1,$2247.00,$2732.00,790,0,B
COMMN,1766,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06225,1,$1904.00,$2314.00,16,0,B
COMMN,1767,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06535,1,$2215.00,$2693.00,16,0,B
COMMN,1769,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06980,1,$2752.00,$3346.00,16,0,B
COMMN,1770,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06160,1,$1844.00,$2242.00,790,0,B
COMMN,1771,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06370,1,$2043.00,$2483.00,790,0,B
COMMN,1773,07/01/2009 12:00:00 AM,05/14/2010 12:00:00 AM,COMMN,SFM,06980,1,$2752.00,$3346.00,200,0,B
COMMN,1774,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06530,1,$2209.00,$2685.00,790,0,B
COMMN,1775,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07885,1,$4278.00,$5200.00,351,0,B
COMMN,1777,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07035,1,$2827.00,$3436.00,16,0,B
COMMN,1781,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07320,1,$3248.00,$3948.00,16,0,B
COMMN,1802,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06350,1,$2023.00,$2459.00,790,0,B
COMMN,1803,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06460,1,$2135.00,$2596.00,21,0,B
COMMN,1804,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06660,1,$2354.00,$2862.00,21,0,B
COMMN,1805,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07170,1,$3018.00,$3668.00,21,0,B
COMMN,1806,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1806F,1,$3005.00,$3653.00,21,6,B
COMMN,1812,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06570,1,$2252.00,$2737.00,790,0,B
COMMN,1813,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06830,1,$2557.00,$3108.00,790,0,B
COMMN,1814,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07200,1,$3064.00,$3724.00,790,0,B
COMMN,1816,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07900,1,$4311.00,$5241.00,351,0,B
COMMN,1817,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06400,1,$2074.00,$2521.00,790,0,B
COMMN,1820,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06180,1,$1862.00,$2264.00,790,0,B
COMMN,1822,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06740,1,$2449.00,$2977.00,790,0,B
COMMN,1823,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07140,1,$2977.00,$3618.00,21,0,B
COMMN,1824,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07440,1,$3446.00,$4188.00,21,0,B
COMMN,1825,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07625,1,$3769.00,$4581.00,21,0,B
COMMN,1827,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07160,1,$3005.00,$3653.00,21,0,B
COMMN,1835,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1835F,1,$2672.00,$3581.00,22,0,B
COMMN,1839,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07410,1,$3396.00,$4128.00,351,0,B
COMMN,1840,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06310,1,$1985.00,$2412.00,790,0,B
COMMN,1841,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07550,1,$3633.00,$4416.00,351,0,B
COMMN,1842,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06570,1,$2252.00,$2737.00,790,0,B
COMMN,1843,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07330,1,$3263.00,$3966.00,351,0,B
COMMN,1844,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06850,1,$2582.00,$3138.00,790,0,B
COMMN,1847,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06810,1,$2533.00,$3080.00,790,0,B
COMMN,1849,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1849F,1,$3387.00,$3387.00,2,0,B
COMMN,1853,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05900,1,$1626.00,$1975.00,790,0,B
COMMN,1855,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06100,1,$1791.00,$2178.00,790,0,B
COMMN,1867,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06495,1,$2172.00,$2640.00,1,0,B
COMMN,1879,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07910,1,$4334.00,$5269.00,351,0,B
COMMN,1885,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1885F,1,$6449.00,$6449.00,351,0,B
COMMN,1920,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05750,1,$1513.00,$1835.00,790,0,B
COMMN,1922,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05810,1,$1558.00,$1890.00,790,0,B
COMMN,1924,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05840,1,$1580.00,$1918.00,790,0,B
COMMN,1926,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06000,1,$1706.00,$2074.00,790,0,B
COMMN,1929,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06180,1,$1862.00,$2264.00,790,0,B
COMMN,1930,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05950,1,$1666.00,$2023.00,790,0,B
COMMN,1931,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06350,1,$2023.00,$2459.00,790,0,B
COMMN,1932,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05750,1,$1513.00,$1835.00,790,0,B
COMMN,1934,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05940,1,$1658.00,$2014.00,790,0,B
COMMN,1935,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06450,1,$2124.00,$2582.00,790,0,B
COMMN,1936,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06070,1,$1765.00,$2145.00,790,0,B
SFMTA,1937,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06550,1,$2230.00,$2711.00,790,0,B
COMMN,1938,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06470,1,$2145.00,$2607.00,790,0,B
COMMN,1942,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06940,1,$2700.00,$3282.00,1,0,B
COMMN,1944,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07440,1,$3446.00,$4188.00,21,0,B
COMMN,1948,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06400,1,$2074.00,$2521.00,790,0,B
COMMN,1950,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06330,1,$2004.00,$2435.00,21,0,B
COMMN,1952,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06790,1,$2507.00,$3047.00,21,0,B
COMMN,1956,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07190,1,$3047.00,$3703.00,21,0,B
COMMN,1958,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1958F,1,$3703.00,$4500.00,21,6,B
COMMN,2105,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06030,1,$1731.00,$2104.00,790,0,B
COMMN,2106,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06280,1,$1955.00,$2377.00,790,0,B
COMMN,2107,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06845,1,$2577.00,$3132.00,21,0,B
COMMN,2108,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07430,1,$3426.00,$4164.00,351,0,B
COMMN,2110,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06095,1,$1787.00,$2172.00,790,0,B
COMMN,2112,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06330,1,$2004.00,$2435.00,790,0,B
COMMN,2114,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06650,1,$2342.00,$2847.00,790,0,B
COMMN,2119,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06860,1,$2596.00,$3155.00,21,0,B
COMMN,2140,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06960,1,$2726.00,$3313.00,351,0,B
COMMN,2143,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07700,1,$3910.00,$4753.00,351,0,B
COMMN,2145,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,08120,1,$4799.00,$5834.00,351,0,B
COMMN,2148,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,08410,1,$5532.00,$6725.00,351,0,B
COMMN,2202,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06310,1,$1985.00,$2412.00,250,0,B
COMMN,2204,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06940,1,$2700.00,$3282.00,250,0,B
COMMN,2210,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,2210F,1,$4539.00,$5934.00,164,0,B
COMMN,2218,07/01/2009 12:00:00 AM,12/25/2009 12:00:00 AM,COMMN,SFM,2218F,1,$4516.00,$6392.00,21,11,B
COMMN,2220,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,2220F,1,$4650.00,$6083.00,164,0,B
COMMN,2230,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,2230F,1,$4882.00,$6542.00,164,0,B
COMMN,2232,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,2232F,1,$5383.00,$7042.00,164,0,B
COMMN,2233,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,2233F,1,$5794.00,$7574.00,163,0,B
COMMN,2235,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,08710,1,$6404.00,$7785.00,351,0,B
COMMN,2236,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,2236F,1,$4299.00,$5624.00,164,0,B
COMMN,2237,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,08810,1,$6725.00,$8174.00,351,0,B
COMMN,2244,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07450,1,$3460.00,$4206.00,351,0,B
COMMN,2246,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07440,1,$3446.00,$4188.00,351,0,B
COMMN,2248,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07890,1,$4286.00,$5209.00,351,0,B
COMMN,2273,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,2273F,1,$1999.23,$1999.23,981,0,B
COMMN,2275,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,2275F,1,$2056.34,$2056.34,981,0,B
COMMN,2277,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,2277F,1,$2127.40,$2127.40,981,0,B
COMMN,2279,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,2279F,1,$2199.42,$2199.42,981,0,B
COMMN,2281,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,2281F,1,$2304.28,$2304.28,981,0,B
COMMN,2283,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,2283F,1,$2372.18,$2372.18,981,0,B
COMMN,2292,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,2292F,1,$3470.00,$4539.00,164,0,B
COMMN,2302,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06290,1,$1965.00,$2388.00,250,0,B
COMMN,2303,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05820,1,$1565.00,$1899.00,250,0,B
COMMN,2304,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06345,1,$2019.00,$2454.00,250,0,B
COMMN,2305,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06450,1,$2124.00,$2582.00,250,0,B
COMMN,2306,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06530,1,$2209.00,$2685.00,250,0,B
COMMN,2310,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06470,1,$2145.00,$2607.00,250,0,B
COMMN,2312,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06440,1,$2115.00,$2571.00,250,0,B
COMMN,2314,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06545,1,$2226.00,$2706.00,790,0,B
COMMN,2320,07/01/2009 12:00:00 AM,12/25/2009 12:00:00 AM,COMMN,SFM,2320F,1,$3645.00,$4788.00,791,0,B
COMMN,2322,07/01/2009 12:00:00 AM,12/25/2009 12:00:00 AM,COMMN,SFM,2322F,1,$4478.00,$6521.00,858,0,B
COMMN,2323,07/01/2009 12:00:00 AM,12/25/2009 12:00:00 AM,COMMN,SFM,2323F,1,$4098.00,$6394.00,791,0,B
COMMN,2324,07/01/2009 12:00:00 AM,12/25/2009 12:00:00 AM,COMMN,SFM,2324F,1,$4936.00,$7186.00,858,0,B
COMMN,2325,07/01/2009 12:00:00 AM,12/25/2009 12:00:00 AM,COMMN,SFM,2325F,1,$4098.00,$6394.00,791,0,B
COMMN,2326,07/01/2009 12:00:00 AM,12/25/2009 12:00:00 AM,COMMN,SFM,2326F,1,$4936.00,$7186.00,858,0,B
COMMN,2328,07/01/2009 12:00:00 AM,12/25/2009 12:00:00 AM,COMMN,SFM,2328F,1,$4516.00,$6392.00,791,0,B
COMMN,2330,07/01/2009 12:00:00 AM,12/25/2009 12:00:00 AM,COMMN,SFM,2330F,1,$5947.00,$8412.00,791,0,B
COMMN,2340,07/01/2009 12:00:00 AM,12/25/2009 12:00:00 AM,COMMN,SFM,2340F,1,$3645.00,$4788.00,791,0,B
COMMN,2350,07/01/2009 12:00:00 AM,12/25/2009 12:00:00 AM,COMMN,SFM,2350F,1,$4791.00,$6981.00,858,0,B
COMMN,2390,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06380,1,$2053.00,$2496.00,250,0,B
COMMN,2392,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06800,1,$2521.00,$3064.00,790,0,B
COMMN,2402,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05915,1,$1638.00,$1990.00,250,0,B
COMMN,2403,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06710,1,$2412.00,$2933.00,21,0,B
COMMN,2406,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06350,1,$2023.00,$2459.00,250,0,B
COMMN,2408,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06360,1,$2033.00,$2472.00,250,0,B
COMMN,2409,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06625,1,$2314.00,$2813.00,250,0,B
COMMN,2416,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06165,1,$1849.00,$2247.00,250,0,B
COMMN,2420,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06580,1,$2264.00,$2752.00,250,0,B
COMMN,2424,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06220,1,$1899.00,$2309.00,250,0,B
COMMN,2430,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06060,1,$1756.00,$2135.00,250,0,B
COMMN,2432,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06455,1,$2130.00,$2589.00,250,0,B
COMMN,2434,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06555,1,$2236.00,$2719.00,250,0,B
COMMN,2436,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06360,1,$2033.00,$2472.00,250,0,B
COMMN,2440,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06850,1,$2582.00,$3138.00,250,0,B
COMMN,2444,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06730,1,$2435.00,$2960.00,856,0,B
COMMN,2450,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,2450F,1,$4017.00,$5126.00,790,0,B
COMMN,2453,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,08245,1,$5101.00,$6201.00,856,0,B
COMMN,2454,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,2454F,1,$4428.00,$5652.00,790,0,B
COMMN,2456,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07300,1,$3217.00,$3910.00,21,0,B
COMMN,2457,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07800,1,$4106.00,$4991.00,21,0,B
COMMN,2458,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,2458F,1,$5679.00,$6902.00,21,6,B
COMMN,2459,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07435,1,$3436.00,$4176.00,351,0,B
